	kieu_dang	hop_so	km_da_di	nhien_lieu	so_cho_ngoi	tinh_trang	xuat_xu	nam_sx	gia	dong_xe	hang
2600	Sedan	Tự động	97000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2008	285000000.0	Civic	Honda
28812	Hatchback	Số sàn	75000	Xăng	5	Đã sử dụng	Nhập khẩu	2014	160000000.0	Spark	Chevrolet
20548	SUV / Cross over	Tự động	0	Xăng	5	Mới	Lắp ráp trong nước	2021	920000000.0	Tucson	Hyundai
3791	Sedan	Số sàn	240000	Xăng	5	Đã sử dụng	Nhập khẩu	2010	254000000.0	Cerato	Kia
11042	Hatchback	Số sàn	260000	Xăng	5	Đã sử dụng	Nhập khẩu	2009	76000000.0	Matiz	Daewoo
22104	Sedan	Tự động	62369	Xăng	5	Đã sử dụng	Nhập khẩu	2016	395000000.0	RIO	Kia
37724	Sedan	Tự động	30000	Xăng	5	Đã sử dụng	Nhập khẩu	2019	730000000.0	Civic	Honda
20309	SUV / Cross over	Tự động	4800	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2016	1330000000.0	GLCclass	Mercedes Benz
27307	Sedan	Tự động	96000	Xăng	5	Đã sử dụng	Nhập khẩu	2008	280000000.0	Yaris	Toyota
21285	Van/Minivan	Số sàn	0	Xăng	2	Mới	Lắp ráp trong nước	2021	255000000.0	SuperCarryVan	Suzuki
12249	Sedan	Tự động	40000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2016	498000000.0	3	Mazda
40819	SUV / Cross over	Tự động	64000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2015	640000000.0	CRV	Honda
41076	Sedan	Số sàn	68000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2016	305000000.0	Cruze	Chevrolet
18063	Hatchback	Tự động	0	Xăng	5	Mới	Nhập khẩu	2021	638000000.0	Yaris	Toyota
34575	Van/Minivan	Số sàn	40000	Xăng	7	Đã sử dụng	Lắp ráp trong nước	2018	545000000.0	Innova	Toyota
34370	Sedan	Tự động	11400	Xăng	5	Đã sử dụng	Nhập khẩu	2019	365000000.0	Attrage	Mitsubishi
2783	SUV / Cross over	Tự động	6000	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2012	468000000.0	Fortuner	Toyota
26953	SUV / Cross over	Tự động	128000	Xăng	7	Đã sử dụng	Lắp ráp trong nước	2009	425000000.0	Fortuner	Toyota
30250	Sedan	Tự động	70000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2015	970000000.0	Eclass	Mercedes Benz
28172	SUV / Cross over	Số sàn	100000	Dầu	7	Đã sử dụng	Lắp ráp trong nước	2016	468000000.0	PajeroSport	Mitsubishi
17565	SUV / Cross over	Tự động	22000	Dầu	7	Đã sử dụng	Nhập khẩu	2020	1060000000.0	Everest	Ford
32568	Sedan	Tự động	30000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2019	495000000.0	City	Honda
23493	Sedan	Tự động	12000	Xăng	4	Đã sử dụng	Nhập khẩu	2019	6400000000.0	Panamera	Porsche
5467	Bán tải / Pickup	Số sàn	12000	Dầu	5	Đã sử dụng	Nhập khẩu	2019	650000000.0	Ranger	Ford
22069	SUV / Cross over	Tự động	51000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	725000000.0	Tucson	Hyundai
10523	Sedan	Số sàn	340000	Xăng	5	Đã sử dụng	Nhập khẩu	1998	100000000.0	626	Mazda
9633	SUV / Cross over	Tự động	40000	Xăng	4	Đã sử dụng	Nhập khẩu	2015	5800000000.0	RangeRover	LandRover
40259	Sedan	Tự động	35215	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2019	518000000.0	Vios	Toyota
17953	Sedan	Tự động	13000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	1600000000.0	Eclass	Mercedes Benz
12218	Hatchback	Số sàn	89000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	230000000.0	Morning	Kia
34001	Sedan	Tự động	60000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	890000000.0	Camry	Toyota
36932	SUV / Cross over	Số sàn	13848	Xăng	7	Đã sử dụng	Lắp ráp trong nước	2008	138000000.0	Vivant	Chevrolet
30185	Sedan	Số sàn	40000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2019	379000000.0	Accent	Hyundai
11364	Sedan	Tự động	100000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	548000000.0	3	Mazda
7469	Sedan	Tự động	86000	Xăng	5	Đã sử dụng	Nhập khẩu	2007	455000000.0	Camry	Toyota
24225	Sedan	Tự động	30000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2019	499000000.0	Vios	Toyota
9154	SUV / Cross over	Tự động	75000	Xăng	7	Đã sử dụng	Lắp ráp trong nước	2014	458000000.0	Captiva	Chevrolet
26498	SUV / Cross over	Tự động	50000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2016	1620000000.0	GLCclass	Mercedes Benz
7889	Bán tải / Pickup	Tự động	40000	Dầu	5	Đã sử dụng	Nhập khẩu	2020	828000000.0	Ranger	Ford
19087	SUV / Cross over	Tự động	25000	Xăng	5	Đã sử dụng	Nhập khẩu	2014	1280000000.0	RangeRoverEvoque	LandRover
18999	Sedan	Số sàn	123	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2019	289000000.0	I10	Hyundai
8915	Bán tải / Pickup	Tự động	15000	Dầu	5	Đã sử dụng	Nhập khẩu	2019	650000000.0	Ranger	Ford
15141	Van/Minivan	Số sàn	200000	Dầu	16	Đã sử dụng	Lắp ráp trong nước	2009	456000000.0	Hiace	Toyota
35941	Sedan	Số sàn	6	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	375000000.0	Vios	Toyota
17773	Sedan	Tự động	4000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	420000000.0	Cruze	Chevrolet
5488	Bán tải / Pickup	Tự động	80000	Dầu	5	Đã sử dụng	Nhập khẩu	2017	530000000.0	Colorado	Chevrolet
33351	Sedan	Tự động	67000	Xăng	5	Đã sử dụng	Nhập khẩu	2016	816000000.0	CLAclass	Mercedes Benz
30987	Sedan	Tự động	52000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2016	1299000000.0	Eclass	Mercedes Benz
25602	SUV / Cross over	Tự động	100000	Xăng	7	Đã sử dụng	Lắp ráp trong nước	2017	845000000.0	Fortuner	Toyota
27944	SUV / Cross over	Tự động	165	Xăng	5	Đã sử dụng	Nhập khẩu	2011	401000000.0	Tucson	Hyundai
39661	Sedan	Tự động	20000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2021	578000000.0	City	Honda
15811	Sedan	Tự động	3000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2020	740000000.0	3	Mazda
18073	Sedan	Tự động	29000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2016	495000000.0	3	Mazda
16993	SUV / Cross over	Tự động	106000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2012	700000000.0	GLKclass	Mercedes Benz
25804	Sedan	Tự động	40000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2020	625000000.0	3	Mazda
28354	Sedan	Số sàn	100000	Xăng	5	Đã sử dụng	Nhập khẩu	2004	130000000.0	Lacetti	Daewoo
21138	SUV / Cross over	Tự động	110000	Xăng	7	Đã sử dụng	Nhập khẩu	2010	1699000000.0	GX	Lexus
35335	Bán tải / Pickup	Số sàn	90000	Dầu	5	Đã sử dụng	Nhập khẩu	2015	380000000.0	Dmax	Isuzu
22140	Sedan	Tự động	240000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2010	307000000.0	Civic	Honda
30537	Van/Minivan	Số sàn	73000	Xăng	7	Đã sử dụng	Nhập khẩu	2017	340000000.0	Orlando	Chevrolet
25692	Sedan	Tự động	0	Xăng	5	Mới	Lắp ráp trong nước	2021	688000000.0	Elantra	Hyundai
36602	Sedan	Bán tự động	37000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2019	249000000.0	Vios	Toyota
20480	SUV / Cross over	Số sàn	52000	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2017	548000000.0	Innova	Toyota
16837	Sedan	Số sàn	65000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2013	308000000.0	Cruze	Chevrolet
1917	SUV / Cross over	Tự động	0	Hybrid	5	Mới	Nhập khẩu	2021	4640000000.0	RX	Lexus
12293	Sedan	Tự động	18526	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2016	500000000.0	3	Mazda
11839	SUV / Cross over	Tự động	40000	Xăng	7	Đã sử dụng	Nhập khẩu	2018	1830000000.0	Explorer	Ford
8248	Sedan	Tự động	87000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2011	520000000.0	Cclass	Mercedes Benz
37584	Van/Minivan	Tự động	80000	Dầu	7	Đã sử dụng	Nhập khẩu	2017	795000000.0	Sedona	Kia
18379	SUV / Cross over	Tự động	56600	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	1735000000.0	GLCclass	Mercedes Benz
22451	SUV / Cross over	Tự động	60000	Dầu	8	Đã sử dụng	Lắp ráp trong nước	2019	930000000.0	Fortuner	Toyota
39643	Van/Minivan	Tự động	90000	Xăng	7	Đã sử dụng	Lắp ráp trong nước	2017	465000000.0	Rondo	Kia
8731	Sedan	Tự động	52200	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2014	365000000.0	City	Honda
591	SUV / Cross over	Tự động	25700	Xăng	7	Đã sử dụng	Nhập khẩu	2019	8900000000.0	LX	Lexus
5468	Sedan	Số sàn	160000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2014	205000000.0	Vios	Toyota
10560	Coupe	Tự động	86000	Xăng	5	Đã sử dụng	Nhập khẩu	2009	338000000.0	Cerato	Kia
28276	Mui trần	Tự động	80000	Xăng	4	Đã sử dụng	Nhập khẩu	2007	560000000.0	Beetle	Volkswagen
25241	SUV / Cross over	Tự động	260000	Xăng	5	Đã sử dụng	Nhập khẩu	2009	640000000.0	Venza	Toyota
17580	Sedan	Tự động	54000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2019	465000000.0	Vios	Toyota
34651	SUV / Cross over	Tự động	100000	Xăng	8	Đã sử dụng	Nhập khẩu	2010	1650000000.0	GX	Lexus
18769	SUV / Cross over	Số sàn	120000	Xăng	7	Đã sử dụng	Lắp ráp trong nước	2016	299000000.0	Carens	Kia
10563	SUV / Cross over	Tự động	240000	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2010	435000000.0	Fortuner	Toyota
38394	Sedan	Số sàn	75000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	415000000.0	Elantra	Hyundai
7984	Hatchback	Số sàn	160000	Xăng	5	Đã sử dụng	Nhập khẩu	2014	205000000.0	I10	Hyundai
25318	Sedan	Tự động	19000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2020	820000000.0	6	Mazda
38891	Sedan	Tự động	112233	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2011	332000000.0	Vios	Toyota
23262	SUV / Cross over	Số sàn	68000	Dầu	7	Đã sử dụng	Nhập khẩu	2018	698000000.0	Terra	Nissan
34506	Sedan	Số sàn	60000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2016	289000000.0	Cruze	Chevrolet
8836	SUV / Cross over	Tự động	67000	Xăng	7	Đã sử dụng	Nhập khẩu	2016	6160000000.0	LX	Lexus
5217	Hatchback	Tự động	33000	Xăng	5	Đã sử dụng	Nhập khẩu	2014	1020000000.0	Cooper	Mini
5672	Sedan	Tự động	8	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	530000000.0	3	Mazda
9273	Sedan	Tự động	23000	Xăng	5	Đã sử dụng	Nhập khẩu	2017	1700000000.0	CLAclass	Mercedes Benz
14617	Hatchback	Tự động	100000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2014	395000000.0	Focus	Ford
9077	Sedan	Số sàn	12000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2009	296000000.0	Corolla	Toyota
21056	Sedan	Tự động	120000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2016	1450000000.0	Eclass	Mercedes Benz
30310	Sedan	Tự động	58000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	672000000.0	Civic	Honda
14324	Van/Minivan	Số sàn	250000	Dầu	16	Đã sử dụng	Lắp ráp trong nước	2015	310000000.0	Transit	Ford
31897	SUV / Cross over	Tự động	40000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	1640000000.0	GLCclass	Mercedes Benz
3342	Van/Minivan	Tự động	100000	Xăng	2	Đã sử dụng	Nhập khẩu	2010	140000000.0	Morning	Kia
18044	Sedan	Tự động	28000	Xăng	5	Đã sử dụng	Nhập khẩu	2019	1135000000.0	Camry	Toyota
14161	Hatchback	Tự động	77000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2016	450000000.0	Focus	Ford
9317	Sedan	Tự động	42000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	1300000000.0	Cclass	Mercedes Benz
39859	Van/Minivan	Bán tự động	45	Xăng	7	Đã sử dụng	Lắp ráp trong nước	2018	470000000.0	Orlando	Chevrolet
36514	Sedan	Tự động	56000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2015	540000000.0	CorollaAltis	Toyota
35196	Sedan	Số sàn	100000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	200000000.0	Aveo	Chevrolet
16795	SUV / Cross over	Tự động	20000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2020	880000000.0	Tucson	Hyundai
14124	Sedan	Số sàn	0	Xăng	5	Mới	Lắp ráp trong nước	2021	426000000.0	Accent	Hyundai
29218	Hatchback	Tự động	19	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	465000000.0	2	Mazda
29533	SUV / Cross over	Tự động	130000	Xăng	8	Đã sử dụng	Nhập khẩu	2008	570000000.0	LandCruiserPrado	Toyota
23083	SUV / Cross over	Số sàn	300000	Xăng	8	Đã sử dụng	Nhập khẩu	2007	820000000.0	LandCruiser	Toyota
1133	SUV / Cross over	Tự động	0	Dầu	7	Mới	Lắp ráp trong nước	2021	1340000000.0	SantaFe	Hyundai
13648	Sedan	Số sàn	90000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2010	369000000.0	Corolla	Toyota
18587	Sedan	Tự động	0	Xăng	5	Mới	Nhập khẩu	2021	17500000000.0	Sclass	Mercedes Benz
33612	Sedan	Số sàn	150000	Xăng	5	Đã sử dụng	Nhập khẩu	2002	69000000.0	Lanos	Daewoo
620	SUV / Cross over	Tự động	72000	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2017	586000000.0	Innova	Toyota
2426	Van/Minivan	Tự động	0	Xăng	7	Mới	Lắp ráp trong nước	2021	1000000000.0	Tourneo	Ford
32070	Sedan	Số sàn	90000	Xăng	5	Đã sử dụng	Nhập khẩu	2019	420000000.0	Vios	Toyota
17984	SUV / Cross over	Tự động	90000	Xăng	7	Đã sử dụng	Lắp ráp trong nước	2017	472000000.0	Rondo	Kia
17346	SUV / Cross over	Tự động	66000	Xăng	7	Đã sử dụng	Nhập khẩu	2016	3000000000.0	GLSclass	Mercedes Benz
12976	Sedan	Số sàn	140000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2015	250000000.0	Sunny	Nissan
14199	SUV / Cross over	Tự động	0	Xăng	5	Mới	Lắp ráp trong nước	2021	569000000.0	Kona	Hyundai
23807	SUV / Cross over	Tự động	100000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	675000000.0	CX5	Mazda
7961	Truck	Số sàn	260000	Dầu	3	Đã sử dụng	Lắp ráp trong nước	2009	150000000.0	Foton	Thaco
15926	Hatchback	Tự động	18000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2020	379000000.0	I10	Hyundai
24208	Sedan	Tự động	0	Xăng	5	Mới	Nhập khẩu	2020	5719000000.0	7Series	BMW
13380	Hatchback	Tự động	50000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	349000000.0	I10	Hyundai
32773	SUV / Cross over	Tự động	33000	Dầu	7	Đã sử dụng	Nhập khẩu	2018	989000000.0	Everest	Ford
3460	Sedan	Số sàn	240000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2010	269000000.0	Forte	Kia
20868	Sedan	Tự động	82000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2010	400000000.0	Cclass	Mercedes Benz
24195	SUV / Cross over	Số sàn	0	Dầu	7	Mới	Nhập khẩu	2021	730000000.0	MUX	Isuzu
16986	Sedan	Tự động	48000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2016	689000000.0	Camry	Toyota
36946	Sedan	Tự động	10000	Xăng	5	Đã sử dụng	Nhập khẩu	2016	38000000.0	RIO	Kia
5711	Hatchback	Tự động	220000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2011	192000000.0	Morning	Kia
41081	Sedan	Tự động	22222	Xăng	4	Đã sử dụng	Nhập khẩu	2007	755000000.0	LS	Lexus
11169	SUV / Cross over	Tự động	6000	Xăng	7	Đã sử dụng	Nhập khẩu	2021	2420000000.0	Prado	Toyota
28813	SUV / Cross over	Số sàn	18000	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2005	170000000.0	Jolie	Mitsubishi
13959	Hatchback	Tự động	11000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2020	365000000.0	I10	Hyundai
4029	Van/Minivan	Số sàn	280000	Dầu	16	Đã sử dụng	Lắp ráp trong nước	2008	208000000.0	Sprinter	Mercedes Benz
25296	Sedan	Tự động	40000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2020	880000000.0	6	Mazda
16698	Sedan	Tự động	20000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2020	625000000.0	Elantra	Hyundai
5413	Truck	Số sàn	60000	Xăng	2	Đã sử dụng	Lắp ráp trong nước	2019	120000000.0	DB1021	Dongben
33932	SUV / Cross over	Số sàn	240000	Xăng	7	Đã sử dụng	Nhập khẩu	1997	345678000.0	Pajero	Mitsubishi
5507	Hatchback	Số sàn	100000	Xăng	5	Đã sử dụng	Nhập khẩu	2018	260000000.0	Wigo	Toyota
9441	SUV / Cross over	Số sàn	189000	Xăng	7	Đã sử dụng	Lắp ráp trong nước	2011	218000000.0	Carens	Kia
15675	Sedan	Số sàn	113189	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2010	294000000.0	Civic	Honda
20232	SUV / Cross over	Số sàn	78000	Dầu	8	Đã sử dụng	Lắp ráp trong nước	2014	562000000.0	Fortuner	Toyota
3700	Sedan	Tự động	70000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2015	410000000.0	K3	Kia
2955	Hatchback	Số sàn	260000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2009	88000000.0	Spark	Chevrolet
38350	Sedan	Tự động	12311	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2012	163000000.0	Vios	Toyota
30181	Sedan	Tự động	5555	Xăng	5	Đã sử dụng	Nhập khẩu	2020	750000000.0	3	Mazda
29017	Sedan	Tự động	4100	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2020	1529000000.0	Cclass	Mercedes Benz
38387	Sedan	Tự động	13000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2019	2330000000.0	Eclass	Mercedes Benz
11205	Hatchback	Tự động	9000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	350000000.0	I10	Hyundai
18140	Hatchback	Tự động	0	Xăng	5	Mới	Nhập khẩu	2021	510000000.0	Swift	Suzuki
38136	Sedan	Số sàn	30000	Xăng	5	Đã sử dụng	Nhập khẩu	2018	280000000.0	Attrage	Mitsubishi
7386	Sedan	Số sàn	60000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2016	350000000.0	Vios	Toyota
35449	Sedan	Tự động	51000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2014	999000000.0	Cclass	Mercedes Benz
9892	Van/Minivan	Tự động	30000	Xăng	7	Đã sử dụng	Lắp ráp trong nước	2019	790000000.0	Tourneo	Ford
27600	SUV / Cross over	Tự động	86000	Xăng	5	Đã sử dụng	Nhập khẩu	2009	595000000.0	Venza	Toyota
16010	Sedan	Tự động	50000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	525000000.0	3	Mazda
23496	Sedan	Tự động	360000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2004	280000000.0	Mondeo	Ford
36000	Sedan	Tự động	30000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	56000000.0	3	Mazda
19119	SUV / Cross over	Số sàn	126300	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2015	450000000.0	Innova	Toyota
35008	Sedan	Số sàn	120000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2003	197000000.0	CorollaAltis	Toyota
10588	Sedan	Tự động	180000	Xăng	5	Đã sử dụng	Nhập khẩu	2013	728000000.0	A4	Audi
29622	Sedan	Tự động	17000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	1479000000.0	Cclass	Mercedes Benz
11699	Sedan	Tự động	61234	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2014	1210000000.0	Eclass	Mercedes Benz
33080	Sedan	Tự động	60000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	529000000.0	3	Mazda
31367	Sedan	Tự động	2200	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2019	485000000.0	City	Honda
6971	SUV / Cross over	Số sàn	320000	Dầu	8	Đã sử dụng	Lắp ráp trong nước	2006	208000000.0	Everest	Ford
31952	Hatchback	Số sàn	12753	Xăng	7	Đã sử dụng	Nhập khẩu	2005	180000000.0	Zace	Toyota
20124	SUV / Cross over	Tự động	158000	Xăng	7	Đã sử dụng	Nhập khẩu	2007	605000000.0	Q7	Audi
3527	Hatchback	Tự động	240000	Xăng	5	Đã sử dụng	Nhập khẩu	2010	215000000.0	Morning	Kia
5541	SUV / Cross over	Tự động	280000	Dầu	8	Đã sử dụng	Lắp ráp trong nước	2008	316000000.0	Everest	Ford
37254	SUV / Cross over	Số sàn	3	Xăng	8	Đã sử dụng	Nhập khẩu	2004	195000000.0	Zace	Toyota
15233	SUV / Cross over	Tự động	20000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2021	855000000.0	Tucson	Hyundai
10708	Sedan	Tự động	120000	Xăng	5	Đã sử dụng	Nhập khẩu	2014	265000000.0	Attrage	Mitsubishi
38939	Hatchback	Tự động	6000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2019	740000000.0	3	Mazda
37493	Van/Minivan	Số sàn	140000	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2013	340000000.0	Innova	Toyota
3455	SUV / Cross over	Tự động	120000	Xăng	7	Đã sử dụng	Lắp ráp trong nước	2007	285000000.0	Grandis	Mitsubishi
5019	Sedan	Số sàn	340000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2005	163000000.0	Vios	Toyota
16599	Sedan	Tự động	20000	Xăng	5	Đã sử dụng	Nhập khẩu	2020	420000000.0	Attrage	Mitsubishi
19834	SUV / Cross over	Tự động	52000	Xăng	5	Đã sử dụng	Nhập khẩu	2009	590000000.0	Venza	Toyota
22614	Sedan	Tự động	53000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2016	385000000.0	Vios	Toyota
8729	Sedan	Số sàn	180000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2013	284000000.0	Vios	Toyota
10112	Sedan	Tự động	10	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2012	455000000.0	Corolla	Toyota
33427	SUV / Cross over	Số sàn	201000	Dầu	7	Đã sử dụng	Lắp ráp trong nước	2010	420000000.0	Fortuner	Toyota
21074	Sedan	Tự động	120000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2016	1528000000.0	Eclass	Mercedes Benz
